Id,Nombre,Imagen,Tipo Pokemon,Peso,Habilidades,Movimiento,Altura,Habitat,Es baby,Es Legendario,Es Mitico,Generacion,Descripcion
860,morgrem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/860.png,"dark,fairy",12.5,"prankster,frisk,pickpocket","mega-punch,mega-kick,take-down,bite,low-kick,thunder-wave,light-screen,reflect,metronome,leech-life,rest,substitute,thief,snore,protect,scary-face,endure,swagger,attract,sleep-talk,fake-out,uproar,torment,flatter,facade,taunt,trick,revenge,imprison,fake-tears,assurance,fling,sucker-punch,dark-pulse,drain-punch,nasty-plot,shadow-claw,foul-play,round,retaliate,draining-kiss,misty-terrain,play-rough,confide,dazzling-gleam,throat-chop,false-surrender,burning-jealousy,lash-out,tera-blast,trailblaze,chilling-water",0.8,,No,No,No,generation-viii,"Su estrategia consiste en postrarse ante el rival y fingir una disculpa para ensartarlo con el mechón que tiene en la espalda, afilado cual lanza."
861,grimmsnarl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/861.png,"dark,fairy",61.0,"prankster,frisk,pickpocket","mega-punch,fire-punch,ice-punch,thunder-punch,mega-kick,body-slam,take-down,bite,hyper-beam,low-kick,thunder-wave,light-screen,reflect,focus-energy,metronome,leech-life,rest,substitute,thief,snore,protect,scary-face,endure,swagger,attract,sleep-talk,crunch,fake-out,uproar,torment,flatter,facade,focus-punch,taunt,trick,superpower,revenge,brick-break,imprison,fake-tears,bulk-up,hammer-arm,assurance,fling,power-swap,sucker-punch,dark-pulse,drain-punch,focus-blast,giga-impact,nasty-plot,shadow-claw,power-whip,wonder-room,low-sweep,foul-play,round,retaliate,draining-kiss,misty-terrain,play-rough,confide,dazzling-gleam,power-up-punch,darkest-lariat,throat-chop,stomping-tantrum,body-press,spirit-break,false-surrender,burning-jealousy,lash-out,tera-blast,trailblaze,chilling-water",1.5,,No,No,No,generation-viii,"Cuando enrolla sus cabellos por todo el cuerpo, aumenta su potencia muscular. Posee una fuerza capaz de someter a Machamp."
862,obstagoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/862.png,"dark,normal",46.0,"reckless,guts,defiant","mega-punch,fire-punch,ice-punch,thunder-punch,mega-kick,sand-attack,headbutt,tackle,body-slam,take-down,double-edge,pin-missile,leer,surf,ice-beam,blizzard,hyper-beam,submission,low-kick,counter,thunderbolt,thunder-wave,thunder,dig,screech,focus-energy,lick,swift,fury-swipes,rest,substitute,thief,snore,reversal,protect,scary-face,icy-wind,endure,attract,sleep-talk,iron-tail,cross-chop,rain-dance,sunny-day,shadow-ball,whirlpool,facade,taunt,helping-hand,trick,revenge,brick-break,hyper-voice,fake-tears,iron-defense,bulk-up,mud-shot,close-combat,payback,assurance,fling,night-slash,seed-bomb,x-scissor,switcheroo,giga-impact,shadow-claw,cross-poison,gunk-shot,grass-knot,hone-claws,round,retaliate,work-up,snarl,baby-doll-eyes,throat-chop,stomping-tantrum,body-press,obstruct,lash-out",1.6,,No,No,No,generation-viii,La potencia de su voz es realmente pasmosa. La técnica que usa para intimidar al rival mientras grita recibe el nombre de Obstrucción.
863,perrserker,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png,steel,28.0,"battle-armor,tough-claws,steely-spirit","pay-day,scratch,swords-dance,body-slam,take-down,thrash,double-edge,growl,hyper-beam,thunderbolt,thunder,dig,screech,metronome,amnesia,fury-swipes,rest,slash,substitute,thief,snore,curse,spite,protect,endure,charm,false-swipe,swagger,attract,sleep-talk,baton-pass,iron-tail,metal-claw,rain-dance,sunny-day,crunch,shadow-ball,fake-out,uproar,facade,taunt,helping-hand,brick-break,knock-off,endeavor,hyper-voice,fake-tears,metal-sound,iron-defense,gyro-ball,metal-burst,u-turn,close-combat,payback,assurance,fling,dark-pulse,seed-bomb,x-scissor,giga-impact,nasty-plot,shadow-claw,gunk-shot,iron-head,stealth-rock,hone-claws,heavy-slam,foul-play,round,retaliate,work-up,play-rough,throat-chop,steel-beam,lash-out,tera-blast,trailblaze,chilling-water",0.8,,No,No,No,generation-viii,El pelo de la cabeza se le ha endurecido hasta el punto de parecer un yelmo de hierro. Posee un temperamento muy combativo.
864,cursola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png,ghost,0.4,"weak-armor,perish-body","tackle,body-slam,pin-missile,disable,hydro-pump,surf,ice-beam,blizzard,hyper-beam,earthquake,dig,psychic,night-shade,screech,harden,light-screen,reflect,self-destruct,amnesia,leech-life,rest,rock-slide,substitute,snore,curse,spite,protect,perish-song,icy-wind,sandstorm,giga-drain,endure,attract,sleep-talk,safeguard,rain-dance,sunny-day,mirror-coat,ancient-power,shadow-ball,whirlpool,hail,will-o-wisp,facade,revenge,grudge,astonish,rock-tomb,icicle-spear,iron-defense,calm-mind,rock-blast,brine,power-gem,earth-power,giga-impact,stone-edge,stealth-rock,round,scald,hex,bulldoze,strength-sap,throat-chop,stomping-tantrum,liquidation,meteor-beam,burning-jealousy,poltergeist",1.0,,No,No,No,generation-viii,Su energía espiritual ha aumentado hasta hacerlo desprenderse de su base caliza. Protege el alma del núcleo con su cuerpo espectral.
865,sirfetchd,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png,fighting,117.0,"steadfast,scrappy","swords-dance,slam,sand-attack,body-slam,leer,peck,focus-energy,rest,substitute,snore,protect,detect,endure,fury-cutter,steel-wing,attract,sleep-talk,sunny-day,rock-smash,facade,helping-hand,superpower,revenge,brick-break,knock-off,iron-defense,leaf-blade,close-combat,assurance,poison-jab,brave-bird,defog,round,retaliate,final-gambit,work-up,first-impression,solar-blade,throat-chop,brutal-swing,meteor-assault,grassy-glide,coaching,dual-wingbeat",0.8,,No,No,No,generation-viii,Los ejemplares que superan numerosos combates evolucionan y adoptan esta forma. Abandonan el terreno de combate en cuanto el puerro se seca.
866,mr-rime,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png,"ice,psychic",58.2,"tangled-feet,screen-cleaner,ice-body","pound,mega-punch,ice-punch,double-kick,mega-kick,body-slam,ice-beam,blizzard,psybeam,hyper-beam,solar-beam,thunderbolt,thunder-wave,thunder,confusion,psychic,hypnosis,mimic,screech,light-screen,reflect,metronome,rest,substitute,thief,snore,protect,icy-wind,endure,charm,attract,sleep-talk,safeguard,baton-pass,encore,rapid-spin,rain-dance,sunny-day,mirror-coat,shadow-ball,future-sight,uproar,hail,facade,taunt,helping-hand,trick,role-play,recycle,brick-break,skill-swap,teeter-dance,slack-off,fake-tears,icicle-spear,iron-defense,block,calm-mind,payback,fling,copycat,power-swap,guard-swap,sucker-punch,drain-punch,focus-blast,energy-ball,giga-impact,nasty-plot,avalanche,ice-shard,zen-headbutt,trick-room,grass-knot,wonder-room,psyshock,magic-room,foul-play,after-you,round,stored-power,ally-switch,freeze-dry,misty-terrain,dazzling-gleam,psychic-terrain,stomping-tantrum,expanding-force,triple-axel",1.5,,No,No,No,generation-viii,Es un bailarín consumado de claqué. Agita su bastón de hielo mientras exhibe su destreza con gráciles pasos.
867,runerigus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png,"ground,ghost",66.6,wandering-spirit,"slam,disable,hyper-beam,earthquake,psychic,night-shade,haze,amnesia,rest,rock-slide,substitute,thief,snore,curse,protect,scary-face,destiny-bond,sandstorm,endure,mean-look,attract,sleep-talk,safeguard,rain-dance,shadow-ball,will-o-wisp,facade,taunt,trick,revenge,skill-swap,imprison,astonish,fake-tears,rock-tomb,sand-tomb,iron-defense,calm-mind,rock-blast,payback,power-swap,guard-swap,toxic-spikes,dark-pulse,dragon-pulse,energy-ball,earth-power,giga-impact,nasty-plot,shadow-claw,zen-headbutt,trick-room,stone-edge,stealth-rock,grass-knot,guard-split,power-split,wonder-room,round,ally-switch,hex,bulldoze,phantom-force,crafty-shield,brutal-swing,body-press,poltergeist",1.6,,No,No,No,generation-viii,"Una poderosa maldición pesa sobre esta antigua imagen grabada, que ha cobrado vida tras adueñarse del alma de Yamask."
868,milcery,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png,fairy,0.3,"sweet-veil,aroma-veil","tackle,recover,acid-armor,rest,substitute,snore,protect,sweet-kiss,endure,charm,attract,sleep-talk,sweet-scent,facade,helping-hand,aromatherapy,fling,last-resort,entrainment,round,stored-power,draining-kiss,misty-terrain,aromatic-mist,dazzling-gleam,baby-doll-eyes,tera-blast",0.2,,No,No,No,generation-viii,Su cremoso cuerpo surgió a partir de la unión de partículas odoríferas de dulces aromas presentes en el aire.
869,alcremie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png,fairy,0.5,"sweet-veil,aroma-veil","tackle,hyper-beam,solar-beam,psychic,recover,light-screen,metronome,acid-armor,rest,tri-attack,substitute,snore,protect,sweet-kiss,giga-drain,endure,charm,attract,sleep-talk,safeguard,pain-split,encore,sweet-scent,psych-up,facade,helping-hand,endeavor,imprison,aromatherapy,fake-tears,magical-leaf,calm-mind,fling,last-resort,drain-punch,energy-ball,giga-impact,wonder-room,psyshock,magic-room,entrainment,round,stored-power,disarming-voice,draining-kiss,misty-terrain,play-rough,mystical-fire,aromatic-mist,dazzling-gleam,baby-doll-eyes,decorate,misty-explosion,tera-blast,alluring-voice",0.3,,No,No,No,generation-viii,Obsequia bayas decoradas con nata a aquellos Entrenadores en los que confía.
870,falinks,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png,fighting,62.0,"battle-armor,defiant","swords-dance,headbutt,tackle,body-slam,take-down,hyper-beam,counter,agility,screech,focus-energy,rest,rock-slide,substitute,snore,reversal,protect,endure,false-swipe,sleep-talk,megahorn,rain-dance,sunny-day,psych-up,rock-smash,beat-up,uproar,facade,helping-hand,superpower,revenge,brick-break,knock-off,endeavor,rock-tomb,iron-defense,bulk-up,close-combat,payback,assurance,poison-jab,focus-blast,giga-impact,zen-headbutt,iron-head,round,retaliate,first-impression,high-horsepower,throat-chop,lunge,smart-strike,no-retreat,body-press,coaching,tera-blast,trailblaze,upper-hand",3.0,,No,No,No,generation-viii,"Este Pokémon consta de cinco subalternos y un líder, cuyas órdenes obedecen sin rechistar."
871,pincurchin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png,electric,1.0,"lightning-rod,electric-surge","fury-attack,body-slam,take-down,pin-missile,water-gun,hydro-pump,surf,bubble-beam,hyper-beam,peck,thunder-shock,thunderbolt,thunder-wave,thunder,recover,self-destruct,swift,rest,substitute,snore,curse,reversal,protect,spikes,endure,spark,attract,sleep-talk,pain-split,rain-dance,memento,facade,charge,muddy-water,brine,acupressure,payback,assurance,sucker-punch,toxic-spikes,poison-jab,giga-impact,discharge,charge-beam,venoshock,electro-ball,round,scald,hex,electroweb,wild-charge,venom-drench,electric-terrain,throat-chop,liquidation,zing-zap,rising-voltage,tera-blast,chilling-water,supercell-slam",0.3,,No,No,No,generation-viii,Libera electricidad por la punta de las púas. Con sus afilados dientes raspa las algas pegadas a las rocas para ingerirlas.
872,snom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png,"ice,bug",3.8,"shield-dust,ice-scales","rest,substitute,snore,powder-snow,protect,icy-wind,endure,attract,sleep-talk,mirror-coat,facade,icicle-spear,bug-buzz,bug-bite,round,struggle-bug,fairy-wind,lunge,skitter-smack,tera-blast,pounce",0.3,,No,No,No,generation-viii,Teje un hilo gélido que le permite aferrarse a las ramas y simula ser un carámbano mientras duerme.
873,frosmoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png,"ice,bug",42.0,"shield-dust,ice-scales","take-down,mist,ice-beam,blizzard,aurora-beam,hyper-beam,stun-spore,light-screen,reflect,swift,leech-life,rest,substitute,snore,powder-snow,protect,icy-wind,giga-drain,endure,attract,sleep-talk,safeguard,hail,facade,helping-hand,imprison,feather-dance,weather-ball,icicle-spear,calm-mind,tailwind,u-turn,air-slash,bug-buzz,giga-impact,avalanche,defog,bug-bite,wide-guard,quiver-dance,round,acrobatics,struggle-bug,hurricane,play-rough,dazzling-gleam,infestation,lunge,aurora-veil,skitter-smack,triple-axel,dual-wingbeat,tera-blast,ice-spinner,snowscape,pounce",1.3,,No,No,No,generation-viii,"La temperatura de sus alas es de -180 °C. Sobrevuela el campo esparciendo sus gélidas escamas, como si de nieve se tratase."
874,stonjourner,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/874.png,rock,520.0,power-spot,"stomp,mega-kick,body-slam,take-down,hyper-beam,low-kick,rock-throw,earthquake,self-destruct,rest,rock-slide,substitute,snore,curse,protect,sandstorm,endure,attract,sleep-talk,safeguard,sunny-day,psych-up,ancient-power,facade,superpower,endeavor,imprison,rock-tomb,sand-tomb,iron-defense,block,rock-blast,gravity,assurance,rock-polish,power-gem,earth-power,giga-impact,stone-edge,stealth-rock,wide-guard,wonder-room,smack-down,heavy-slam,low-sweep,round,bulldoze,heat-crash,high-horsepower,brutal-swing,stomping-tantrum,body-press,meteor-beam,tera-blast,hard-press",2.5,,No,No,No,generation-viii,Pasa el tiempo observando inmóvil el recorrido del sol sobre las extensas praderas que habita. Se especializa en técnicas de ágiles patadas.
875,eiscue-ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/875.png,ice,89.0,ice-face,"ice-punch,headbutt,tackle,body-slam,take-down,double-edge,mist,hydro-pump,surf,ice-beam,blizzard,hyper-beam,agility,reflect,waterfall,amnesia,rest,substitute,snore,reversal,powder-snow,protect,belly-drum,icy-wind,endure,attract,sleep-talk,rain-dance,whirlpool,hail,facade,dive,feather-dance,weather-ball,icicle-spear,iron-defense,water-pulse,brine,aqua-ring,giga-impact,avalanche,zen-headbutt,iron-head,head-smash,soak,round,icicle-crash,freeze-dry,aurora-veil,liquidation,flip-turn,tera-blast,ice-spinner,snowscape,chilling-water",1.4,,No,No,No,generation-viii,La corriente lo ha transportado hasta aquí desde un lugar sumamente gélido. Utiliza el hielo para mantener la cara refrigerada en todo momento.
876,indeedee-male,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/876.png,"psychic,normal",28.0,"inner-focus,synchronize,psychic-surge","pay-day,body-slam,take-down,psybeam,psychic,metronome,swift,rest,tri-attack,substitute,snore,protect,endure,attract,sleep-talk,encore,psych-up,shadow-ball,future-sight,fake-out,facade,helping-hand,trick,skill-swap,imprison,hyper-voice,aromatherapy,extrasensory,magical-leaf,calm-mind,gravity,healing-wish,power-swap,last-resort,drain-punch,energy-ball,zen-headbutt,trick-room,power-split,wonder-room,psyshock,magic-room,after-you,round,stored-power,ally-switch,disarming-voice,draining-kiss,play-rough,play-nice,mystical-fire,dazzling-gleam,psychic-terrain,expanding-force,terrain-pulse,tera-blast,psychic-noise",0.9,,No,No,No,generation-viii,Percibe las emociones del objetivo con los cuernos de la cabeza. Los machos están atentos a cualquier cosa que necesite su Entrenador.
877,morpeko-full-belly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/877.png,"electric,dark",3.0,hunger-switch,"thunder-punch,take-down,thrash,double-edge,tail-whip,leer,bite,thunder-shock,thunderbolt,thunder-wave,thunder,agility,quick-attack,swift,rest,super-fang,substitute,thief,snore,reversal,spite,protect,scary-face,outrage,endure,swagger,spark,attract,sleep-talk,baton-pass,rapid-spin,crunch,fake-out,uproar,torment,flatter,facade,charge,taunt,revenge,brick-break,knock-off,endeavor,fake-tears,tickle,bullet-seed,payback,assurance,fling,dark-pulse,seed-bomb,nasty-plot,thunder-fang,ice-fang,fire-fang,charge-beam,electro-ball,foul-play,round,quash,volt-switch,electroweb,wild-charge,snarl,parting-shot,eerie-impulse,electric-terrain,power-trip,psychic-fangs,stomping-tantrum,aura-wheel,rising-voltage,lash-out,tera-blast",0.3,,No,No,No,generation-viii,Siempre tiene hambre. Se nutre de las semillas que guarda en una suerte de bolsillos para generar electricidad.
878,cufant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/878.png,steel,100.0,"sheer-force,heavy-metal","whirlwind,slam,stomp,mega-kick,tackle,body-slam,take-down,double-edge,growl,strength,earthquake,fissure,dig,screech,defense-curl,rest,rock-slide,substitute,snore,curse,protect,sandstorm,endure,rollout,swagger,attract,sleep-talk,rock-smash,facade,superpower,brick-break,endeavor,rock-tomb,iron-defense,mud-shot,rock-blast,fling,earth-power,zen-headbutt,flash-cannon,power-whip,iron-head,stone-edge,stealth-rock,heavy-slam,round,bulldoze,work-up,belch,play-rough,high-horsepower,brutal-swing,stomping-tantrum,body-press,steel-beam,steel-roller,tera-blast",1.2,,No,No,No,generation-viii,Su constitución fornida le permite transportar sin inmutarse cargas de 5 toneladas. Utiliza la trompa para excavar la tierra.
